"Var","variable","value","id","League"
"Shots","Home","20",323953,"La Liga"
"Shots","Away","6",323953,"La Liga"
"Goals","Home","1",323953,"La Liga"
"Goals","Away","1",323953,"La Liga"
"Posession","Home","57%",323946,"La Liga"
"Posession","Away","43%",323946,"La Liga"
"Shots","Home","17",323946,"La Liga"
"Shots","Away","12",323946,"La Liga"
"Goals","Home","1",323946,"La Liga"
"Goals","Away","2",323946,"La Liga"
"Posession","Home","74%",323935,"La Liga"
"Posession","Away","26%",323935,"La Liga"
"Shots","Home","9",323935,"La Liga"
"Shots","Away","1",323935,"La Liga"
"Goals","Home","5",323935,"La Liga"
"Goals","Away","0",323935,"La Liga"
"Posession","Home","47%",323927,"La Liga"
"Posession","Away","53%",323927,"La Liga"
"Shots","Home","15",323927,"La Liga"
"Shots","Away","11",323927,"La Liga"
"Goals","Home","0",323927,"La Liga"
"Goals","Away","0",323927,"La Liga"
"Posession","Home","40%",323895,"La Liga"
"Posession","Away","60%",323895,"La Liga"
"Shots","Home","12",323895,"La Liga"
"Shots","Away","7",323895,"La Liga"
"Goals","Home","1",323895,"La Liga"
"Goals","Away","1",323895,"La Liga"
"Posession","Home","51%",323878,"La Liga"
"Posession","Away","49%",323878,"La Liga"
"Shots","Home","12",323878,"La Liga"
"Shots","Away","6",323878,"La Liga"
"Goals","Home","1",323878,"La Liga"
"Goals","Away","2",323878,"La Liga"
"Posession","Home","52%",323871,"La Liga"
"Posession","Away","48%",323871,"La Liga"
"Shots","Home","8",323871,"La Liga"
"Shots","Away","11",323871,"La Liga"
"Goals","Home","0",323871,"La Liga"
"Goals","Away","0",323871,"La Liga"
"Posession","Home","27%",323865,"La Liga"
"Posession","Away","73%",323865,"La Liga"
"Shots","Home","8",323865,"La Liga"
"Shots","Away","14",323865,"La Liga"
"Goals","Home","1",323865,"La Liga"
"Goals","Away","2",323865,"La Liga"
"Posession","Home","53%",324025,"La Liga"
"Posession","Away","47%",324025,"La Liga"
"Shots","Home","11",324025,"La Liga"
"Shots","Away","16",324025,"La Liga"
"Goals","Home","0",324025,"La Liga"
"Goals","Away","1",324025,"La Liga"
"Posession","Home","52%",323845,"La Liga"
"Posession","Away","48%",323845,"La Liga"
"Shots","Home","12",323845,"La Liga"
"Shots","Away","14",323845,"La Liga"
"Goals","Home","1",323845,"La Liga"
"Goals","Away","0",323845,"La Liga"
"Posession","Home","40%",323836,"La Liga"
"Posession","Away","60%",323836,"La Liga"
"Shots","Home","11",323836,"La Liga"
"Shots","Away","6",323836,"La Liga"
"Goals","Home","1",323836,"La Liga"
"Goals","Away","0",323836,"La Liga"
"Posession","Home","56%",323828,"La Liga"
"Posession","Away","44%",323828,"La Liga"
"Shots","Home","17",323828,"La Liga"
"Shots","Away","8",323828,"La Liga"
"Goals","Home","3",323828,"La Liga"
"Goals","Away","1",323828,"La Liga"
"Posession","Home","35%",323822,"La Liga"
"Posession","Away","65%",323822,"La Liga"
"Shots","Home","14",323822,"La Liga"
"Shots","Away","9",323822,"La Liga"
"Goals","Home","4",323822,"La Liga"
"Goals","Away","0",323822,"La Liga"
"Posession","Home","54%",323809,"La Liga"
"Posession","Away","46%",323809,"La Liga"
"Shots","Home","13",323809,"La Liga"
"Shots","Away","12",323809,"La Liga"
"Goals","Home","1",323809,"La Liga"
"Goals","Away","0",323809,"La Liga"
"Posession","Home","56%",323799,"La Liga"
"Posession","Away","44%",323799,"La Liga"
"Shots","Home","14",323799,"La Liga"
"Shots","Away","9",323799,"La Liga"
"Goals","Home","1",323799,"La Liga"
"Goals","Away","1",323799,"La Liga"
"Posession","Home","65%",323791,"La Liga"
"Posession","Away","35%",323791,"La Liga"
"Shots","Home","23",323791,"La Liga"
"Shots","Away","9",323791,"La Liga"
"Goals","Home","2",323791,"La Liga"
"Goals","Away","2",323791,"La Liga"
"Posession","Home","36%",323778,"La Liga"
"Posession","Away","64%",323778,"La Liga"
"Shots","Home","9",323778,"La Liga"
"Shots","Away","25",323778,"La Liga"
"Goals","Home","2",323778,"La Liga"
"Goals","Away","1",323778,"La Liga"
"Posession","Home","56%",323773,"La Liga"
"Posession","Away","44%",323773,"La Liga"
"Shots","Home","22",323773,"La Liga"
"Shots","Away","11",323773,"La Liga"
"Goals","Home","2",323773,"La Liga"
"Goals","Away","3",323773,"La Liga"
"Posession","Home","37%",323761,"La Liga"
"Posession","Away","63%",323761,"La Liga"
"Shots","Home","10",323761,"La Liga"
"Shots","Away","18",323761,"La Liga"
"Goals","Home","0",323761,"La Liga"
"Goals","Away","2",323761,"La Liga"
"Posession","Home","58%",323755,"La Liga"
"Posession","Away","42%",323755,"La Liga"
"Shots","Home","15",323755,"La Liga"
"Shots","Away","8",323755,"La Liga"
"Goals","Home","3",323755,"La Liga"
"Goals","Away","1",323755,"La Liga"
"Posession","Home","49%",327698,"La Liga"
"Posession","Away","51%",327698,"La Liga"
"Shots","Home","13",327698,"La Liga"
"Shots","Away","19",327698,"La Liga"
"Goals","Home","0",327698,"La Liga"
"Goals","Away","0",327698,"La Liga"
"Posession","Home","60%",323726,"La Liga"
"Posession","Away","40%",323726,"La Liga"
"Shots","Home","13",323726,"La Liga"
"Shots","Away","11",323726,"La Liga"
"Goals","Home","1",323726,"La Liga"
"Goals","Away","0",323726,"La Liga"
"Posession","Home","55%",323709,"La Liga"
"Posession","Away","45%",323709,"La Liga"
"Shots","Home","12",323709,"La Liga"
"Shots","Away","16",323709,"La Liga"
"Goals","Home","1",323709,"La Liga"
"Goals","Away","3",323709,"La Liga"
"Posession","Home","53%",323854,"La Liga"
"Posession","Away","47%",323854,"La Liga"
"Shots","Home","20",323854,"La Liga"
"Shots","Away","15",323854,"La Liga"
"Goals","Home","1",323854,"La Liga"
"Goals","Away","0",323854,"La Liga"
"Posession","Home","56%",323699,"La Liga"
"Posession","Away","44%",323699,"La Liga"
"Shots","Home","10",323699,"La Liga"
"Shots","Away","7",323699,"La Liga"
"Goals","Home","1",323699,"La Liga"
"Goals","Away","0",323699,"La Liga"
"Posession","Home","66%",323691,"La Liga"
"Posession","Away","34%",323691,"La Liga"
"Shots","Home","23",323691,"La Liga"
"Shots","Away","11",323691,"La Liga"
"Goals","Home","4",323691,"La Liga"
"Goals","Away","1",323691,"La Liga"
"Posession","Home","41%",348497,"La Liga"
"Posession","Away","59%",348497,"La Liga"
"Shots","Home","17",348497,"La Liga"
"Shots","Away","13",348497,"La Liga"
"Goals","Home","2",348497,"La Liga"
"Goals","Away","1",348497,"La Liga"
"Posession","Home","66%",348491,"La Liga"
"Posession","Away","34%",348491,"La Liga"
"Shots","Home","18",348491,"La Liga"
"Shots","Away","9",348491,"La Liga"
"Goals","Home","1",348491,"La Liga"
"Goals","Away","1",348491,"La Liga"
"Posession","Home","47%",348484,"La Liga"
"Posession","Away","53%",348484,"La Liga"
"Shots","Home","15",348484,"La Liga"
"Shots","Away","11",348484,"La Liga"
"Goals","Home","1",348484,"La Liga"
"Goals","Away","0",348484,"La Liga"
"Posession","Home","60%",348474,"La Liga"
"Posession","Away","40%",348474,"La Liga"
"Shots","Home","20",348474,"La Liga"
"Shots","Away","7",348474,"La Liga"
"Goals","Home","1",348474,"La Liga"
"Goals","Away","1",348474,"La Liga"
"Posession","Home","31%",348468,"La Liga"
"Posession","Away","69%",348468,"La Liga"
"Shots","Home","6",348468,"La Liga"
"Shots","Away","27",348468,"La Liga"
"Goals","Home","2",348468,"La Liga"
"Goals","Away","0",348468,"La Liga"
"Posession","Home","51%",348444,"La Liga"
"Posession","Away","49%",348444,"La Liga"
"Shots","Home","16",348444,"La Liga"
"Shots","Away","10",348444,"La Liga"
"Goals","Home","1",348444,"La Liga"
"Goals","Away","2",348444,"La Liga"
"Posession","Home","66%",348438,"La Liga"
"Posession","Away","34%",348438,"La Liga"
"Shots","Home","22",348438,"La Liga"
"Shots","Away","3",348438,"La Liga"
"Goals","Home","3",348438,"La Liga"
"Goals","Away","2",348438,"La Liga"
"Posession","Home","37%",348430,"La Liga"
"Posession","Away","63%",348430,"La Liga"
"Shots","Home","5",348430,"La Liga"
"Shots","Away","16",348430,"La Liga"
"Goals","Home","0",348430,"La Liga"
"Goals","Away","5",348430,"La Liga"
"Posession","Home","52%",348420,"La Liga"
"Posession","Away","48%",348420,"La Liga"
"Shots","Home","13",348420,"La Liga"
"Shots","Away","19",348420,"La Liga"
"Goals","Home","1",348420,"La Liga"
"Goals","Away","0",348420,"La Liga"
"Posession","Home","23%",348406,"La Liga"
"Posession","Away","77%",348406,"La Liga"
"Shots","Home","5",348406,"La Liga"
"Shots","Away","12",348406,"La Liga"
"Goals","Home","2",348406,"La Liga"
"Goals","Away","4",348406,"La Liga"
"Posession","Home","63%",348402,"La Liga"
"Posession","Away","37%",348402,"La Liga"
"Shots","Home","15",348402,"La Liga"
"Shots","Away","15",348402,"La Liga"
"Goals","Home","1",348402,"La Liga"
"Goals","Away","1",348402,"La Liga"
"Posession","Home","68%",348392,"La Liga"
"Posession","Away","32%",348392,"La Liga"
"Shots","Home","19",348392,"La Liga"
"Shots","Away","9",348392,"La Liga"
"Goals","Home","2",348392,"La Liga"
"Goals","Away","0",348392,"La Liga"
"Posession","Home","45%",348375,"La Liga"
"Posession","Away","55%",348375,"La Liga"
"Shots","Home","14",348375,"La Liga"
"Shots","Away","15",348375,"La Liga"
"Goals","Home","4",348375,"La Liga"
"Goals","Away","0",348375,"La Liga"
"Posession","Home","42%",348361,"La Liga"
"Posession","Away","58%",348361,"La Liga"
"Shots","Home","18",348361,"La Liga"
"Shots","Away","12",348361,"La Liga"
"Goals","Home","0",348361,"La Liga"
"Goals","Away","1",348361,"La Liga"
"Posession","Home","68%",348357,"La Liga"
"Posession","Away","32%",348357,"La Liga"
"Shots","Home","17",348357,"La Liga"
"Shots","Away","3",348357,"La Liga"
"Goals","Home","1",348357,"La Liga"
"Goals","Away","2",348357,"La Liga"
"Posession","Home","38%",348344,"La Liga"
"Posession","Away","62%",348344,"La Liga"
"Shots","Home","6",348344,"La Liga"
"Shots","Away","15",348344,"La Liga"
"Goals","Home","1",348344,"La Liga"
"Goals","Away","1",348344,"La Liga"
"Posession","Home","64%",350157,"La Liga"
"Posession","Away","36%",350157,"La Liga"
"Shots","Home","14",350157,"La Liga"
"Shots","Away","12",350157,"La Liga"
"Goals","Home","3",350157,"La Liga"
"Goals","Away","1",350157,"La Liga"
"Posession","Home","55%",348330,"La Liga"
"Posession","Away","45%",348330,"La Liga"
"Shots","Home","18",348330,"La Liga"
"Shots","Away","11",348330,"La Liga"
"Goals","Home","3",348330,"La Liga"
"Goals","Away","2",348330,"La Liga"
"Posession","Home","51%",348320,"La Liga"
"Posession","Away","49%",348320,"La Liga"
"Shots","Home","23",348320,"La Liga"
"Shots","Away","5",348320,"La Liga"
"Goals","Home","2",348320,"La Liga"
"Goals","Away","3",348320,"La Liga"
"Posession","Home","67%",348311,"La Liga"
"Posession","Away","33%",348311,"La Liga"
"Shots","Home","28",348311,"La Liga"
"Shots","Away","7",348311,"La Liga"
"Goals","Home","3",348311,"La Liga"
"Goals","Away","0",348311,"La Liga"
"Posession","Home","53%",348303,"La Liga"
"Posession","Away","47%",348303,"La Liga"
"Shots","Home","12",348303,"La Liga"
"Shots","Away","10",348303,"La Liga"
"Goals","Home","1",348303,"La Liga"
"Goals","Away","1",348303,"La Liga"
"Posession","Home","40%",348294,"La Liga"
"Posession","Away","60%",348294,"La Liga"
"Shots","Home","5",348294,"La Liga"
"Shots","Away","20",348294,"La Liga"
"Goals","Home","2",348294,"La Liga"
"Goals","Away","0",348294,"La Liga"
"Posession","Home","47%",348281,"La Liga"
"Posession","Away","53%",348281,"La Liga"
"Shots","Home","15",348281,"La Liga"
"Shots","Away","15",348281,"La Liga"
"Goals","Home","1",348281,"La Liga"
"Goals","Away","3",348281,"La Liga"
"Posession","Home","63%",348276,"La Liga"
"Posession","Away","37%",348276,"La Liga"
"Shots","Home","11",348276,"La Liga"
"Shots","Away","8",348276,"La Liga"
"Goals","Home","1",348276,"La Liga"
"Goals","Away","2",348276,"La Liga"
"Posession","Home","28%",348269,"La Liga"
"Posession","Away","72%",348269,"La Liga"
"Shots","Home","10",348269,"La Liga"
"Shots","Away","17",348269,"La Liga"
"Goals","Home","2",348269,"La Liga"
"Goals","Away","1",348269,"La Liga"
"Posession","Home","66%",348258,"La Liga"
"Posession","Away","34%",348258,"La Liga"
"Shots","Home","24",348258,"La Liga"
"Shots","Away","15",348258,"La Liga"
"Goals","Home","5",348258,"La Liga"
"Goals","Away","2",348258,"La Liga"
"Posession","Home","52%",348245,"La Liga"
"Posession","Away","48%",348245,"La Liga"
"Shots","Home","20",348245,"La Liga"
"Shots","Away","14",348245,"La Liga"
"Goals","Home","2",348245,"La Liga"
"Goals","Away","3",348245,"La Liga"
"Posession","Home","75%",348240,"La Liga"
"Posession","Away","25%",348240,"La Liga"
"Shots","Home","22",348240,"La Liga"
"Shots","Away","13",348240,"La Liga"
"Goals","Home","5",348240,"La Liga"
"Goals","Away","0",348240,"La Liga"
"Posession","Home","61%",348227,"La Liga"
"Posession","Away","39%",348227,"La Liga"
"Shots","Home","14",348227,"La Liga"
"Shots","Away","8",348227,"La Liga"
"Goals","Home","1",348227,"La Liga"
"Goals","Away","0",348227,"La Liga"
"Posession","Home","40%",348222,"La Liga"
"Posession","Away","60%",348222,"La Liga"
"Shots","Home","11",348222,"La Liga"
"Shots","Away","19",348222,"La Liga"
"Goals","Home","1",348222,"La Liga"
"Goals","Away","1",348222,"La Liga"
"Posession","Home","64%",348202,"La Liga"
"Posession","Away","36%",348202,"La Liga"
"Shots","Home","20",348202,"La Liga"
"Shots","Away","3",348202,"La Liga"
"Goals","Home","1",348202,"La Liga"
"Goals","Away","1",348202,"La Liga"
"Posession","Home","65%",348194,"La Liga"
"Posession","Away","35%",348194,"La Liga"
"Shots","Home","8",348194,"La Liga"
"Shots","Away","18",348194,"La Liga"
"Goals","Home","2",348194,"La Liga"
"Goals","Away","1",348194,"La Liga"
"Posession","Home","44%",348187,"La Liga"
"Posession","Away","56%",348187,"La Liga"
"Shots","Home","15",348187,"La Liga"
"Shots","Away","10",348187,"La Liga"
"Goals","Home","1",348187,"La Liga"
"Goals","Away","0",348187,"La Liga"
"Posession","Home","64%",348176,"La Liga"
"Posession","Away","36%",348176,"La Liga"
"Shots","Home","10",348176,"La Liga"
"Shots","Away","12",348176,"La Liga"
"Goals","Home","0",348176,"La Liga"
"Goals","Away","0",348176,"La Liga"
"Posession","Home","51%",350138,"La Liga"
"Posession","Away","49%",350138,"La Liga"
"Shots","Home","21",350138,"La Liga"
"Shots","Away","11",350138,"La Liga"
"Goals","Home","4",350138,"La Liga"
"Goals","Away","2",350138,"La Liga"
"Posession","Home","77%",350174,"La Liga"
"Posession","Away","23%",350174,"La Liga"
"Shots","Home","15",350174,"La Liga"
"Shots","Away","8",350174,"La Liga"
"Goals","Home","2",350174,"La Liga"
"Goals","Away","0",350174,"La Liga"
"Posession","Home","51%",350173,"La Liga"
"Posession","Away","49%",350173,"La Liga"
"Shots","Home","16",350173,"La Liga"
"Shots","Away","8",350173,"La Liga"
"Goals","Home","2",350173,"La Liga"
"Goals","Away","0",350173,"La Liga"
"Posession","Home","63%",350172,"La Liga"
"Posession","Away","37%",350172,"La Liga"
"Shots","Home","10",350172,"La Liga"
"Shots","Away","8",350172,"La Liga"
"Goals","Home","0",350172,"La Liga"
"Goals","Away","1",350172,"La Liga"
"Posession","Home","39%",350171,"La Liga"
"Posession","Away","61%",350171,"La Liga"
"Shots","Home","14",350171,"La Liga"
"Shots","Away","4",350171,"La Liga"
"Goals","Home","2",350171,"La Liga"
"Goals","Away","1",350171,"La Liga"
"Posession","Home","42%",350170,"La Liga"
"Posession","Away","58%",350170,"La Liga"
"Shots","Home","14",350170,"La Liga"
"Shots","Away","14",350170,"La Liga"
"Goals","Home","6",350170,"La Liga"
"Goals","Away","1",350170,"La Liga"
"Posession","Home","53%",350169,"La Liga"
"Posession","Away","47%",350169,"La Liga"
"Shots","Home","12",350169,"La Liga"
"Shots","Away","14",350169,"La Liga"
"Goals","Home","1",350169,"La Liga"
"Goals","Away","1",350169,"La Liga"
"Posession","Home","67%",350168,"La Liga"
"Posession","Away","33%",350168,"La Liga"
"Shots","Home","15",350168,"La Liga"
"Shots","Away","11",350168,"La Liga"
"Goals","Home","2",350168,"La Liga"
"Goals","Away","1",350168,"La Liga"
"Posession","Home","57%",350167,"La Liga"
"Posession","Away","43%",350167,"La Liga"
"Shots","Home","12",350167,"La Liga"
"Shots","Away","14",350167,"La Liga"
"Goals","Home","2",350167,"La Liga"
"Goals","Away","2",350167,"La Liga"
"Posession","Home","58%",350166,"La Liga"
"Posession","Away","42%",350166,"La Liga"
"Shots","Home","17",350166,"La Liga"
"Shots","Away","5",350166,"La Liga"
"Goals","Home","0",350166,"La Liga"
"Goals","Away","1",350166,"La Liga"
"Posession","Home","57%",350165,"La Liga"
"Posession","Away","43%",350165,"La Liga"
"Shots","Home","9",350165,"La Liga"
"Shots","Away","14",350165,"La Liga"
"Goals","Home","1",350165,"La Liga"
"Goals","Away","1",350165,"La Liga"
"Posession","Home","53%",350164,"La Liga"
"Posession","Away","47%",350164,"La Liga"
"Shots","Home","19",350164,"La Liga"
"Shots","Away","13",350164,"La Liga"
"Goals","Home","2",350164,"La Liga"
"Goals","Away","1",350164,"La Liga"
"Posession","Home","62%",350163,"La Liga"
"Posession","Away","38%",350163,"La Liga"
"Shots","Home","11",350163,"La Liga"
"Shots","Away","14",350163,"La Liga"
"Goals","Home","1",350163,"La Liga"
"Goals","Away","0",350163,"La Liga"
"Posession","Home","63%",350162,"La Liga"
"Posession","Away","37%",350162,"La Liga"
"Shots","Home","21",350162,"La Liga"
"Shots","Away","16",350162,"La Liga"
"Goals","Home","1",350162,"La Liga"
"Goals","Away","2",350162,"La Liga"
"Posession","Home","46%",350161,"La Liga"
"Posession","Away","54%",350161,"La Liga"
"Shots","Home","10",350161,"La Liga"
"Shots","Away","20",350161,"La Liga"
"Goals","Home","2",350161,"La Liga"
"Goals","Away","3",350161,"La Liga"
"Posession","Home","47%",350160,"La Liga"
"Posession","Away","53%",350160,"La Liga"
"Shots","Home","18",350160,"La Liga"
"Shots","Away","9",350160,"La Liga"
"Goals","Home","0",350160,"La Liga"
"Goals","Away","0",350160,"La Liga"
"Posession","Home","49%",350158,"La Liga"
"Posession","Away","51%",350158,"La Liga"
"Shots","Home","14",350158,"La Liga"
"Shots","Away","12",350158,"La Liga"
"Goals","Home","3",350158,"La Liga"
"Goals","Away","1",350158,"La Liga"
"Posession","Home","33%",350155,"La Liga"
"Posession","Away","67%",350155,"La Liga"
"Shots","Home","16",350155,"La Liga"
"Shots","Away","11",350155,"La Liga"
"Goals","Home","2",350155,"La Liga"
"Goals","Away","1",350155,"La Liga"
"Posession","Home","45%",350154,"La Liga"
"Posession","Away","55%",350154,"La Liga"
"Shots","Home","10",350154,"La Liga"
"Shots","Away","18",350154,"La Liga"
"Goals","Home","2",350154,"La Liga"
"Goals","Away","2",350154,"La Liga"
"Posession","Home","56%",350153,"La Liga"
"Posession","Away","44%",350153,"La Liga"
"Shots","Home","23",350153,"La Liga"
"Shots","Away","3",350153,"La Liga"
"Goals","Home","0",350153,"La Liga"
"Goals","Away","0",350153,"La Liga"
"Posession","Home","55%",350152,"La Liga"
"Posession","Away","45%",350152,"La Liga"
"Shots","Home","4",350152,"La Liga"
"Shots","Away","15",350152,"La Liga"
"Goals","Home","0",350152,"La Liga"
"Goals","Away","3",350152,"La Liga"
"Posession","Home","67%",350151,"La Liga"
"Posession","Away","33%",350151,"La Liga"
"Shots","Home","18",350151,"La Liga"
"Shots","Away","17",350151,"La Liga"
"Goals","Home","1",350151,"La Liga"
"Goals","Away","2",350151,"La Liga"
